,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,
1467,X. Shaqiri CAM RM,31,75,75,"Chicago Fire
2022 ~ 2024",193348,"169cm / 5'7""",72kg / 159lbs,Left,75,CAM,0,"Feb 9, 2022",N/A,€4.7M,€9K,€6.8M,341,77,69,45,77,73,400,78,87,82,76,77,365,70,67,71,72,85,349,87,63,50,70,79,319,55,47,74,76,67,79,127,30,49,48,59,13,12,12,11,11,1960,401,4,5,Medium,Low,3,Unique,Yes,68,75,77,77,42,62,,Flair Trivela,,2,
1468,J. Matip CB,31,80,80,"Liverpool
2016 ~ 2024",197061,"194cm / 6'4""",90kg / 198lbs,Right,80,CB,0,"Jul 1, 2016",N/A,€14.5M,€100K,€26.8M,299,54,36,83,76,50,304,73,63,23,72,73,297,52,69,53,81,42,342,66,81,67,80,48,325,82,81,48,72,42,79,243,81,82,80,53,11,15,10,7,10,1863,402,2,2,Medium,Medium,2,Lean (185+),Yes,61,46,67,70,81,77,,Jockey Block,,2,
1469,Sérgio Oliveira CM CDM,31,77,77,"Galatasaray
2022 ~ 2026",198031,"181cm / 5'11""",78kg / 172lbs,Right,77,CM,0,"Jul 9, 2022",N/A,€8.5M,€40K,€16.2M,372,79,70,64,80,79,394,72,81,79,82,80,306,52,50,63,73,68,347,83,59,74,53,78,377,69,67,78,81,82,81,199,70,65,64,50,9,9,11,11,10,2045,410,4,3,Medium,Low,2,Lean (170-185),Yes,51,76,80,74,67,62,,Power Shot Incisive Pass Long Ball Pass Tiki Taka,,4,
1470,J. Guilavogui CB CDM,32,75,75,"FSV Mainz 05
2023 ~ 2024",198118,"188cm / 6'2""",77kg / 170lbs,Right,75,CB,0,"Sep 25, 2023",N/A,€3.6M,€23K,€6.1M,301,52,49,78,73,49,297,63,42,53,70,69,304,61,66,55,70,52,380,77,83,74,80,66,332,78,78,61,65,50,73,220,76,73,71,61,14,8,14,10,15,1895,404,3,2,Medium,High,2,Normal (185+),Yes,64,59,64,64,75,78,,,,0,
1471,L. Insigne LW CF LM,32,81,81,"Toronto
2022 ~ 2026",198219,"163cm / 5'4""",59kg / 130lbs,Right,82,CAM,0,"Jul 7, 2022",N/A,€20.5M,€14K,€29.7M,369,77,77,59,80,76,428,86,89,84,83,86,418,84,77,89,75,93,326,79,61,70,34,82,298,34,26,78,83,77,81,99,53,24,22,45,8,4,14,9,10,1983,405,4,4,High,Medium,4,Unique,Yes,80,78,81,86,36,44,,Finesse Shot Technical Flair Quick Step Trivela,,5,
1472,M. Gregoritsch ST,29,78,78,"SC Freiburg
2022 ~ 2027",199439,"193cm / 6'4""",91kg / 201lbs,Left,78,ST,0,"Jul 8, 2022",N/A,€14M,€35K,€23.8M,380,65,80,85,73,77,369,69,81,76,66,77,303,55,62,55,79,52,398,82,86,71,85,74,307,58,33,82,70,64,73,114,36,40,38,47,10,6,9,16,6,1918,395,3,3,Medium,Low,2,Normal (185+),Yes,59,78,70,70,42,76,,Finesse Shot Power Header,,2,
1473,A. Lopes GK,32,81,81,"Olympique Lyonnais
2011 ~ 2025",199482,"184cm / 6'0""",81kg / 179lbs,Left,81,GK,0,"Jul 1, 2011",N/A,€13M,€35K,€24.7M,98,19,18,16,32,13,96,15,15,14,31,21,334,63,64,67,78,62,255,52,76,36,73,18,143,45,25,9,48,16,65,41,13,15,13,391,82,77,69,78,85,1358,454,2,1,Medium,Medium,3,Normal (170-185),Yes,82,77,69,85,63,78,,Cross Claimer Rush Out,,2,
1474,M. Verratti CM CDM,30,86-1,86-1,"Paris Saint Germain
2012 ~ 2026",199556,"165cm / 5'5""",60kg / 132lbs,Right,86,CM,0,"Jul 18, 2012",N/A,€65M,€135K,€120.3M,353,82,60,57,90,64,421,91,85,64,89,92,383,64-1,51-4,91+1,84-3,93,306,60,61-5,75,52-1,58,405,89,85-1,78,89,64,93-1,244,78,82,84,64,12,12,15,15,10,2176,441,4,4,Medium,High,3,Unique,Yes,57,61,87,91,79,66,,Pinged Pass Long Ball Pass Tiki Taka Slide Tackle First Touch Trivela,Press Proven +,7,
1475,L. Dunk CB,31,81,81,"Brighton & Hove Albion
2010 ~ 2026",199915,"192cm / 6'4""",88kg / 194lbs,Right,81,CB,0,"Apr 30, 2010",N/A,€17.5M,€86K,€33.3M,289,41,42,81,83,42,355,66,60,69,83,77,250,36,53,40,83,38,370,72,77,70,84,67,302,83,82,30,67,40,83,246,84,83,79,58,15,16,9,12,6,1870,397,3,2,Medium,High,2,Normal (185+),Yes,45,52,70,67,83,80,,Power Header Incisive Pass Long Ball Pass Slide Tackle,,4,
1476,S. Berghuis RW CAM CM,31,81,81,"Ajax
2021 ~ 2025",200260,"182cm / 6'0""",75kg / 165lbs,Left,82,CAM,0,"Jul 19, 2021",N/A,€21.5M,€25K,€30.1M,373,84,82,48,82,77,406,80,85,76,81,84,392,82,72,83,80,75,368,82,62,78,64,82,354,72,37,81,82,82,79,111,44,37,30,49,9,11,7,7,15,2053,431,2,3,High,Low,3,Lean (170-185),Yes,77,82,82,81,40,69,,Finesse Shot Incisive Pass Whipped Cross First Touch Trivela,,5,
1477,L. Digne LB,29,79,79,"Aston Villa
2022 ~ 2026",200458,"178cm / 5'10""",74kg / 163lbs,Left,79,LB,0,"Jan 13, 2022",N/A,€15.5M,€80K,€29.5M,361,86,60,70,77,68,392,76,83,83,73,77,378,78,74,72,76,78,384,81,78,80,69,76,359,76,75,73,75,60,79,232,76,77,79,46,6,12,9,6,13,2152,448,1,3,High,Medium,2,Unique,Yes,76,68,78,76,76,74,,Slide Tackle Long Throw,,2,
1478,23 N. Schulz LB LM,29,73,73,"Borussia Dortmund
2019 ~ 2024",200536,"181cm / 5'11""",83kg / 183lbs,Left,73,LB,0,"Jul 1, 2019",N/A,€2.7M,€30K,€4.6M,268,69,39,60,66,34,295,67,59,42,63,64,375,80,83,67,72,73,325,65,65,77,82,36,341,78,70,70,67,56,68,215,72,71,72,58,13,9,15,7,14,1877,409,2,2,Medium,Medium,2,Normal (170-185),Yes,82,46,65,67,70,79,,,,2,
1479,G. Kondogbia CM CDM,30,81,81,"Olympique de Marseille
2023 ~ 2027",201455,"188cm / 6'2""",76kg / 168lbs,Left,82,CDM,0,"Jul 1, 2023",N/A,€24.5M,€50K,€46.6M,354,64,69,77,82,62,366,75,64,66,81,80,350,67,70,72,83,58,439,87,88,88,92,84,380,85,83,79,80,53,81,242,81,81,80,53,15,10,10,8,10,2184,466,3,3,Medium,High,2,Lean (185+),Yes,69,75,76,76,81,89,,Power Shot Jockey Intercept Anticipate Bruiser Aerial,,6,
1480,Deulofeu CF ST,29,79-1,79-1,"Udinese
2021 ~ 2026",202477,"177cm / 5'10""",73kg / 161lbs,Right,81,RW,0,"Jan 30, 2021",N/A,€17.5M,€25K,€31.5M,347,74,78-1,40,80,75,391,85-2,80,77,66,83-1,433,89-1,89-1,92,74-2,89,362,78-2,68-1,71,67,78-2,313,59,25,76,76,77,77,86,34,30,22,64,12,16,14,11,11,1996,423,4,4,High,Medium,3,Normal (170-185),Yes,89,78,76,84,30,66,,Tiki Taka Technical Flair Trivela,,4,
1481,R. Walters RB CB,18,61,79,"Arsenal
2022 ~ 2024",274387,"183cm / 6'0""",65kg / 143lbs,Right,63,CB,18,"Feb 22, 2022",N/A,€800K,€4K,€2M,197,52,27,55,34,29,218,59,44,37,39,39,309,63,66,54,60,66,244,34,61,60,58,31,234,62,61,43,41,27,47,202,62,71,69,43,8,13,7,9,6,1447,311,3,2,Medium,Medium,1,Normal (170-185),No,65,30,40,52,65,59,,,,0,
1482,R. Brajković RM LM ST,17,62,81,"Hajduk Split
2022 ~ 2024",274554,"176cm / 5'9""",68kg / 150lbs,Right,63,ST,19,"Jan 5, 2022",N/A,€1M,€500,€2.8M,280,50,64,54,56,56,275,67,46,44,51,67,366,81,77,80,52,76,306,59,71,62,61,53,239,52,21,54,52,60,55,68,24,23,21,50,12,9,7,9,13,1584,344,3,3,Medium,Medium,1,Normal (170-185),No,79,60,52,67,26,60,,Technical,,1,
1483,T. Avilés CB CDM,19,68,80,"Inter Miami
2023 ~ 2026",274569,"186cm / 6'1""",72kg / 159lbs,Right,70,CB,12,"Aug 2, 2023",N/A,€2.7M,€2K,€4.6M,260,51,41,65,64,39,282,55,60,44,61,62,284,56,60,57,63,48,314,57,68,62,70,57,287,73,68,50,56,40,59,207,67,73,67,52,7,13,13,8,11,1686,360,4,2,Low,Medium,1,Lean (185+),No,58,48,58,58,69,69,,,,0,
1484,M. Pellegrino CB,20,69,80,"Milan
2023 ~ 2028",274947,"184cm / 6'0""",80kg / 176lbs,Right,71,CB,11,"Aug 22, 2023",N/A,€2.9M,€16K,€5.5M,256,49,33,68,66,40,216,50,26,30,59,51,308,64,64,60,58,62,314,63,79,59,82,31,241,64,64,32,38,43,53,212,68,76,68,48,7,8,11,13,9,1595,350,2,2,Medium,Medium,1,Lean (170-185),No,64,39,52,52,70,73,,,,0,
1485,R. Vermant ST CF,19,65,82,"Club Brugge
2023 ~ 2026",275051,"184cm / 6'0""",76kg / 168lbs,Right,67,ST,17,"Mar 15, 2023",N/A,€1.9M,€4K,€4M,297,47,69,60,60,61,284,61,58,52,49,64,353,77,78,65,60,73,329,66,75,63,65,60,256,54,15,67,59,61,60,46,15,11,20,62,11,12,15,10,14,1627,344,3,3,High,Medium,1,Lean (170-185),No,78,66,55,63,19,63,,,,0,
1486,S. Magassa CB CDM,19,71+2,81+1,"Monaco
2022 ~ 2024",275102,"188cm / 6'2""",75kg / 165lbs,Right,73,CB,10,"Jul 1, 2022",N/A,€3.8M,€13K,€8M,290,55,48,70+4,72+3,45,289,59,49,51,64+1,66+2,286,50,63,52,68,53,300,54,71+1,58,75,42,303,72+5,69+1,52,63,47,68+2,212,68+2,73+2,71+2,50,7,10,8,15,10,1730,369,3,2,Medium,Medium,1,Lean (185+),No,57,48,63,61,70,70,,,,0,
1487,A. Bobek GK,19,65,81,"ŁKS Łódź
2020 ~ 2025",275231,"196cm / 6'5""",80kg / 176lbs,Right,65,GK,16,"Jun 4, 2020",N/A,€1.6M,€500,€3.2M,65,13,6,10,28,8,71,11,10,11,20,19,175,31,34,32,48,30,198,44,55,32,60,7,105,22,13,9,43,18,46,25,9,9,7,326,67,63,59,66,71,965,358,2,1,Medium,Medium,1,Normal (185+),No,67,63,59,71,32,66,,,,0,
1488,S. Nhaga LB,17,65,80,"Paris Saint Germain
2023 ~ 2025",275254,"170cm / 5'7""",65kg / 143lbs,Left,65,LB,15,"Jan 26, 2023",N/A,€1.6M,€650,€4M,272,63,44,54,63,48,278,65,53,46,49,65,358,74,68,68,64,84,277,55,60,64,51,47,275,62,58,52,54,49,61,181,57,62,62,45,8,7,13,11,6,1686,359,3,3,High,Medium,1,Normal (170-),No,71,48,58,66,59,57,,,,0,
1489,T. Land CM,17,62,84,"PSV
2022 ~ 2025",275411,"175cm / 5'9""",65kg / 143lbs,Right,66,CAM,22,"Aug 12, 2022",N/A,€1.2M,€500,€2.9M,282,57,48,50,67,60,342,70,72,62,65,73,349,72,75,78,62,62,240,58,59,42,39,42,266,50,56,55,62,43,64,155,50,50,55,57,11,6,15,11,14,1691,354,4,4,Medium,Medium,1,Lean (170-185),No,74,50,64,71,52,43,,Tiki Taka Press Proven,,2,
1490,R. van Bommel LW,18,66,83,"AZ Alkmaar
2023 ~ 2027",275592,"185cm / 6'1""",83kg / 183lbs,Right,66,LW,17,"Jul 1, 2023",N/A,€2.2M,€1K,€4.7M,282,58,73,36,61,54,286,66,57,40,54,69,361,84,86,77,50,64,284,62,57,48,70,47,230,38,23,61,53,55,48,76,20,26,30,44,5,13,9,11,6,1563,353,3,3,High,Medium,1,Lean (185+),No,85,63,57,66,25,57,,,,0,
1491,Afonso Moreira RW LW,18,69,82,"Sporting CP
2023 ~ 2025",276901,"176cm / 5'9""",69kg / 152lbs,Right,71,RM,13,"Jul 1, 2023",N/A,€3.2M,€3K,€8.4M,291,62,63,46,70,50,333,76,66,56,63,72,368,77,80,73,64,74,281,72,56,63,46,44,269,41,32,64,66,66,66,109,35,40,34,47,11,7,7,7,15,1698,366,3,4,High,Medium,1,Lean (170-185),No,79,61,66,73,37,50,,Flair,,1,
1492,K. Anderson CM,18,59,79,"Charlton Athletic
2021 ~ 2024",277346,"180cm / 5'11""",76kg / 168lbs,Right,62,CAM,20,"Oct 5, 2021",N/A,€625K,€800,€1.7M,252,50,47,50,62,43,284,62,54,47,59,62,336,69,72,71,57,67,316,61,64,68,67,56,265,60,47,54,61,43,63,151,49,53,49,46,7,14,9,10,6,1650,360,3,3,Medium,Medium,1,Lean (170-185),No,71,52,58,63,50,66,,Flair,,1,
1493,João Muniz CB LB,18,66,82,"Sporting CP
2023 ~ 2028",277500,"187cm / 6'2""",73kg / 161lbs,Left,68,CB,16,"Jul 1, 2023",N/A,€2M,€1K,€5.3M,218,48,23,65,49,33,203,35,48,30,42,48,306,71,68,47,60,60,277,54,73,58,66,26,255,70,68,32,40,45,61,208,68,72,68,57,7,15,14,11,10,1524,324,2,2,Medium,High,1,Lean (185+),No,69,32,45,44,69,65,,,,0,
1494,F. González CB,20,65,80,"Sampdoria
Jun 30, 2024 On loan",277597,"193cm / 6'4""",85kg / 187lbs,Left,67,CB,15,"Aug 8, 2023","Jun 30, 2024",€1.6M,€13K,€0,225,37,26,66,66,30,216,36,31,28,59,62,253,56,58,41,57,41,277,45,71,60,72,29,222,52,65,24,39,42,45,202,65,68,69,58,15,10,15,11,7,1453,315,3,2,Medium,Medium,1,Normal (185+),No,57,31,50,46,66,65,,,,0,
1495,D. Peretz GK,22,72,81,"FC Bayern München
2023 ~ 2028",277823,"187cm / 6'2""",75kg / 165lbs,Right,72,GK,9,"Aug 25, 2023",N/A,€4.6M,€21K,€8.5M,65,8,8,11,32,6,86,14,15,8,30,19,214,30,42,35,68,39,221,52,61,30,71,7,93,22,11,7,41,12,33,31,9,8,14,353,74,74,69,63,73,1063,388,3,1,Medium,Medium,1,Normal (185+),No,74,74,69,73,35,63,,,,0,
1496,M. Kayode RB RWB,18,66,82,"Fiorentina
2023 ~ 2028",277869,"179cm / 5'10""",70kg / 154lbs,Right,66,RB,16,"Jul 1, 2023",N/A,€2.1M,€4K,€4.9M,239,56,32,51,58,42,254,71,39,34,50,60,328,69,69,59,63,68,241,31,57,66,54,33,274,70,68,58,38,40,55,204,68,70,66,53,9,8,8,14,14,1593,345,3,4,Medium,Medium,1,Normal (170-185),No,69,34,50,65,67,60,,Flair,,1,
1497,Garriel LB LWB,18,64,80,"Real Valladolid
2022 ~ 2027",278008,"177cm / 5'10""",70kg / 154lbs,Left,64,LB,16,"Jul 1, 2022",N/A,€1.4M,€700,€3.1M,229,60,32,50,53,34,270,70,41,54,49,56,342,75,72,59,64,72,224,32,56,58,47,31,274,57,60,67,39,51,49,191,63,63,65,44,11,8,12,6,7,1574,334,3,2,High,Medium,1,Normal (170-185),No,73,35,50,63,61,52,,,,0,
1498,L. Palma LW,23,72,78,"Celtic
2023 ~ 2028",278069,"179cm / 5'10""",71kg / 157lbs,Right,73,CAM,6,"Aug 31, 2023",N/A,€3.7M,€33K,€7.4M,334,72,72,55,69,66,353,68,62,79,73,71,379,75,79,80,69,76,338,77,67,64,57,73,284,58,20,72,73,61,72,99,32,35,32,51,9,8,15,8,11,1838,383,4,4,High,Medium,1,Normal (170-185),No,77,72,71,71,33,59,,,,0,
1499,M. Diawara CM,18,67,81,"Olympique Lyonnais
2023 ~ 2027",278789,"187cm / 6'2""",78kg / 172lbs,Left,69,CM,14,"Jun 16, 2023",N/A,€2.4M,€4K,€6.1M,278,50,51,58,74,45,306,68,54,43,70,71,316,66,72,58,64,56,331,66,71,65,74,55,298,61,59,60,68,50,60,186,61,64,61,37,10,6,5,8,8,1752,386,3,3,Medium,Medium,1,Normal (185+),No,69,55,65,67,61,69,,,,0,
1500,Peter RW LW LB,20,66,79,"Real Madrid
2020 ~ 2025",266136,"180cm / 5'11""",71kg / 157lbs,Left,66,RW,13,"Oct 1, 2020",N/A,€2.1M,€26K,€5.6M,263,61,63,33,59,47,275,72,43,38,52,70,361,75,75,76,61,74,262,63,42,59,38,60,220,31,33,57,55,44,50,117,31,44,42,54,12,10,9,12,11,1552,340,3,3,Medium,Medium,1,Lean (170-185),No,75,60,56,70,37,42,,,,0,
1501,G. Hall CAM CM,18,66,82,"Birmingham City
2021 ~ 2024",266155,"178cm / 5'10""",70kg / 154lbs,Right,69,RM,16,"Nov 24, 2021",N/A,€2.2M,€2K,€5.6M,288,60,59,54,64,51,312,66,61,57,63,65,390,81,83,78,69,79,318,59,71,68,61,59,319,72,64,68,65,50,68,187,64,63,60,46,14,11,7,8,6,1860,399,3,3,High,High,1,Lean (170-185),No,82,59,63,68,62,65,,,,0,
1502,N. Irankunda RM,17,63,84,"Adelaide United
2021 ~ 2024",266245,"174cm / 5'9""",74kg / 163lbs,Right,67,ST,21,"Sep 27, 2021",N/A,€1.5M,€500,€3.4M,275,56,63,49,55,52,298,62,60,67,49,60,417,94,91,86,58,88,344,84,77,47,72,64,277,78,33,56,57,53,60,108,29,38,41,45,8,10,12,7,8,1764,382,3,3,High,Low,1,Normal (170-185),No,92,66,56,65,36,67,,Power Shot Rapid Quick Step,,3,
1503,T. Hume RB CB LB,21,70,80,"Sunderland
2022 ~ 2026",266400,"180cm / 5'11""",75kg / 165lbs,Right,70,RB,10,"Jan 4, 2022",N/A,€3.4M,€12K,€7.1M,274,67,38,67,66,36,273,66,52,34,57,64,346,76,79,63,66,62,292,35,80,72,73,32,294,81,65,56,52,40,53,196,64,67,65,52,9,11,7,13,12,1727,380,2,2,High,Medium,1,Lean (170-185),No,78,37,60,64,66,75,,Slide Tackle,,1,
1504,J. Rowe LM RM,20,69,79,"Norwich City
2021 ~ 2025",266500,"178cm / 5'10""",74kg / 163lbs,Right,71,ST,10,"Oct 20, 2021",N/A,€3.1M,€12K,€6.5M,305,63,66,61,63,52,304,70,68,47,47,72,391,85,81,80,65,80,337,80,76,56,60,65,288,61,39,70,63,55,65,79,38,24,17,53,8,13,15,7,10,1757,377,3,3,High,Medium,1,Normal (170-185),No,83,68,60,72,34,60,,Rapid Quick Step,,2,
1505,Y. Sor RM ST,22,71,77,"Genk
2023 ~ 2027",266616,"174cm / 5'9""",68kg / 150lbs,Right,72,RM,6,"Jan 1, 2023",N/A,€3M,€9K,€5.1M,330,66,72,65,59,68,332,73,69,62,56,72,422,91,87,87,66,91,323,73,74,61,50,65,304,69,32,72,66,65,71,101,31,38,32,36,5,6,10,8,7,1848,391,2,4,High,Medium,1,Lean (170-185),No,89,70,62,75,37,58,,Rapid,,1,
1506,Ó. Cortés RW LW,19,68,80,"Lens
2023 ~ 2028",266673,"178cm / 5'10""",76kg / 168lbs,Right,70,CAM,12,"Jul 14, 2023",N/A,€2.9M,€9K,€6.1M,300,59,68,42,69,62,329,71,66,61,63,68,373,75,76,78,67,77,286,63,51,60,48,64,285,55,49,66,63,52,64,144,44,55,45,43,5,10,8,14,6,1760,377,3,4,High,Medium,1,Normal (170-185),No,76,65,64,71,48,53,,,,0,
1507,A. Gómez RM,20,70,81,"Real Salt Lake
2023 ~ 2027",266674,"172cm / 5'8""",61kg / 134lbs,Right,71,CAM,11,"Jan 31, 2023",N/A,€3.5M,€4K,€6M,296,62,71,48,64,51,316,73,60,55,56,72,372,79,78,78,72,65,304,62,61,65,52,64,273,44,35,68,68,58,50,84,33,26,25,50,8,5,11,14,12,1695,365,4,4,High,Medium,1,Normal (170-185),No,78,66,63,72,32,54,,Press Proven,,1,
1508,A. Lowry CAM CF LW,20,65,82,"Hearts
Jun 30, 2024 On loan",266756,"181cm / 5'11""",72kg / 159lbs,Right,67,CAM,17,"Jul 1, 2022","Jun 30, 2024",€1.9M,€9K,€0,274,58,64,39,67,46,328,71,69,60,61,67,325,66,67,68,53,71,286,62,51,68,55,50,257,44,30,63,69,51,67,106,36,30,40,46,9,12,7,12,6,1622,348,3,4,High,Low,1,Lean (170-185),No,67,59,64,68,34,56,,Pinged Pass Incisive Pass Technical Flair Trivela,,5,
1509,S. Cisse CM RM LM,22,69,79,"Leganés
2020 ~ 2026",267624,"179cm / 5'10""",71kg / 157lbs,Right,71,CM,10,"Jan 14, 2020",N/A,€3.1M,€5K,€5.6M,299,52,68,58,72,49,328,66,58,60,74,70,312,64,56,56,66,70,307,67,56,71,46,67,320,65,65,68,66,56,50,186,54,70,62,36,5,5,5,13,8,1788,377,3,2,High,High,1,Normal (170-185),No,60,66,66,66,62,57,,,,0,
1510,R. Garro CAM LM,25,77,80,"Talleres Córdoba
2022 ~ 2026",267629,"174cm / 5'9""",70kg / 154lbs,Left,79,CAM,3,"Jan 20, 2022",N/A,€14M,€17K,€22.1M,312,79,73,35,77,48,398,78,80,82,79,79,351,69,68,67,75,72,331,83,51,65,52,80,323,43,49,77,82,72,64,140,41,53,46,52,13,13,13,6,7,1907,397,2,3,High,Medium,1,Normal (170-185),No,68,75,79,76,46,53,,Power Shot Dead Ball Pinged Pass Incisive Pass Tiki Taka Technical,,6,
1511,N. Valentini CB,22,72,80,"Boca Juniors
2019 ~ 2024",267681,"187cm / 6'2""",74kg / 163lbs,Left,74,CB,8,"Jan 1, 2019",N/A,€4.9M,€11K,€7.8M,224,27,28,68,69,32,248,60,28,34,62,64,347,72,73,62,69,71,308,44,86,73,74,31,261,72,70,21,60,38,70,220,73,73,74,54,13,5,15,10,11,1662,368,3,2,Medium,High,1,Normal (185+),No,73,32,54,63,72,74,,Aerial,,1,
1512,K. Doumbia CAM,20,72,79,"Brest
Jun 30, 2024 On loan",267702,"170cm / 5'7""",53kg / 117lbs,Right,74,CAM,7,"Jul 9, 2021","Jun 30, 2024",€4.6M,€12K,€0,308,63,63,55,74,53,330,74,64,48,70,74,360,71,69,75,71,74,322,68,63,70,54,67,319,59,59,70,73,58,73,173,54,60,59,52,9,10,14,10,9,1864,393,3,3,Medium,Medium,1,Lean (170-),No,70,64,69,74,57,59,,,,0,
1513,P. Quispe CAM CM,21,71,76,"Universitario
2021 ~ 2025",267794,"170cm / 5'7""",69kg / 152lbs,Right,73,CAM,5,"Jan 1, 2021",N/A,€2.9M,€650,€6.6M,298,61,62,48,72,55,336,73,62,61,66,74,389,82,83,86,69,69,324,60,67,74,60,63,299,44,58,68,69,60,66,141,55,45,41,65,13,15,10,15,12,1852,398,3,4,High,Medium,1,Lean (170-),No,83,62,67,74,51,61,,Technical Trickster,,2,
1514,M. Backhaus GK,19,63,81,"FC Volendam
Jun 30, 2024 On loan",268428,"194cm / 6'4""",82kg / 181lbs,Right,63,GK,18,"Apr 3, 2022","Jun 30, 2024",€1.1M,€1K,€0,61,10,8,12,23,8,81,13,13,13,23,19,166,15,24,39,59,29,179,44,48,25,56,6,76,18,13,4,29,12,32,28,7,10,11,311,64,58,59,62,68,902,330,4,1,Medium,Medium,1,Lean (185+),No,64,58,59,68,19,62,,,,0,
1515,A. Ali ST RM,26,71,72,"Qatar
Free",268772,"180cm / 5'11""",69kg / 152lbs,Right,72,ST,1,"May 1, 2022",N/A,€0,€0,€0,326,45,74,76,58,73,283,68,53,49,49,64,316,67,82,60,65,42,374,77,84,69,76,68,277,55,19,70,59,74,62,51,21,12,18,59,12,14,15,6,12,1686,359,4,2,Medium,Medium,1,Lean (170-185),No,75,73,54,64,23,70,,,,0,
1516,A. Alaaeldin ST,30,65,65,"Qatar
Free",268779,"176cm / 5'9""",73kg / 161lbs,Right,65,ST,0,"May 1, 2022",N/A,€0,€0,€0,285,42,62,73,49,59,256,62,50,41,38,65,376,80,82,78,61,75,336,65,92,57,67,55,248,40,27,68,52,61,64,53,23,16,14,50,10,5,13,12,10,1604,339,5,3,Medium,Low,1,Normal (170-185),No,81,61,46,65,26,60,,Power Header Aerial,,2,
1517,D. Jean-Jacques CDM CM,23,70,81,"Metz
2022 ~ 2027",268805,"180cm / 5'11""",75kg / 165lbs,Left,71,CDM,11,"May 1, 2022",N/A,€3.3M,€9K,€7.3M,277,56,41,64,72,44,311,66,62,45,69,69,338,68,69,68,65,68,343,67,74,70,73,59,299,73,65,64,62,35,69,204,66,71,67,46,11,12,7,9,7,1818,391,3,2,Medium,Medium,1,Normal (170-185),No,69,51,65,67,67,72,,,,0,
1518,M. Abunada GK,23,62,71,"Qatar
Free",268979,"191cm / 6'3""",81kg / 179lbs,Left,62,GK,9,"Jun 1, 2022",N/A,€0,€0,€0,64,14,6,13,23,8,67,14,13,12,18,10,231,38,45,40,60,48,197,41,58,28,63,7,84,22,8,6,32,16,37,34,8,12,14,301,61,60,54,64,62,978,342,3,1,Medium,Medium,1,Normal (185+),No,61,60,54,62,41,64,,,,0,
1519,U. Tohumcu CAM CM,18,66+2,84,"TSG Hoffenheim
2022 ~ 2026",269084,"175cm / 5'9""",71kg / 157lbs,Right,68,CAM,18,"May 14, 2022",N/A,€2.2M,€3K,€5.1M,275,52,63,39,70,51,320,67,60,59,64+1,70,348,67+7,65+5,77+7,60+5,79,244,58,41+3,50,40,55,250,48,25,56,66+2,55,63,131,35,47,49+5,42,12,7,7,6,10,1610,340,4,3,Medium,Medium,1,Normal (170-185),No,66,59,64,69,38,44,,,,0,
1520,L. Littbarski RM RW,20,59,73,"SpVgg Greuther Fürth
2022 ~ 2025",269152,"182cm / 6'0""",72kg / 159lbs,Right,60,RM,14,"Jul 1, 2022",N/A,€550K,€1K,€1.2M,256,56,46,42,62,50,259,67,55,35,38,64,330,70,71,69,52,68,241,52,48,50,52,39,202,30,33,49,52,38,44,80,31,22,27,52,15,12,5,6,14,1420,311,3,3,Medium,Medium,1,Lean (170-185),No,71,46,54,64,29,47,,,,0,
1521,A. Buttaro RB CB RM,20,66,79,"Palermo
2021 ~ 2027",269350,"183cm / 6'0""",80kg / 176lbs,Right,67,CB,13,"Jul 17, 2021",N/A,€2M,€1K,€4.5M,283,58,43,63,60,59,284,60,60,51,53,60,355,77,79,66,63,70,329,60,80,65,75,49,287,71,60,55,49,52,55,187,60,64,63,54,9,12,11,8,14,1779,378,3,2,Medium,High,1,Normal (170-185),No,78,49,56,61,62,72,,Slide Tackle,,1,
1522,G. Rukavina LW LM RW,19,65,81,"Dinamo Zagreb
2021 ~ 2028",270292,"180cm / 5'11""",75kg / 165lbs,Right,65,LW,16,"Jun 17, 2021",N/A,€1.8M,€500,€5.1M,241,51,57,37,58,38,265,72,46,39,39,69,391,88,86,90,60,67,277,54,58,56,53,56,235,56,16,58,52,53,61,75,21,26,28,46,8,10,7,13,8,1530,344,3,3,High,Low,1,Normal (170-185),No,87,55,51,72,24,55,,Rapid,,1,
